asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7	obj8	pb8
0007426224	Master of Rome (Masters of the Sea) Paperback	Literature & Fiction	Genre Fiction	person	70.6906795502														
0007427964	Bomb Hunters: In Afghanistan with Britain’s Elite Bomb Disposal Unit Paperback	History	Europe	person	93.9461946487														
0007432305	1D One Direction: Forever Young Hardcover	Biographies & Memoirs	Arts & Literature	person	89.0421569347														
0007433565	Call Me Evil, Let Me Go: A mother’s struggle to save her children from a brutal religious cult Paperback	Parenting & Relationships	Family Relationships	person	98.1592953205														
0007435851	An English Affair Paperback	History	Europe	person	95.9339678288														
0007436564	The Boy No One Loved Paperback	Parenting & Relationships	Family Relationships	person	95.4314887524														
0007436629	Too Hurt to Stay: The True Story of a Troubled Boy’s Desperate Search for a Loving Home Paperback	Biographies & Memoirs	Specific Groups	person	99.6906578541														
0007436653	Guinea Pig (Collins Family Pet Guide) Paperback	Crafts, Hobbies & Home	Pets & Animal Care	hamster	96.8035340309	guinea_pig	88.9049768448	dog	85.7683897018										
0007438494	Brutal Paperback	Parenting & Relationships	Family Relationships	lipstick	95.8774328232	person	86.5948736668												
0007438516	Beyond All Evil: Two monsters, two mothers, a love that will last forever Paperback	Self-Help	Death & Grief	person	90.7766759396														
000743880X	Inside Nature’s Giants Hardcover	Science & Math	Biological Sciences	person	66.5257453918														
0007440650	The Times Ultimate Killer Su Doku Book 3 Paperback	Humor & Entertainment	Puzzles & Games	tennis_ball	98.4523773193	oscilloscope	96.2397396564												
0007440677	The Times Killer Su Doku Book 8 Paperback	Humor & Entertainment	Puzzles & Games	oscilloscope	99.770373106														
0007442440	Scotland The Best Paperback	Travel	Europe	stop sign	80.0131082535														
0007442629	The Night the Angels Came Paperback	Self-Help	Death & Grief	person	71.6287612915														
0007442637	A Baby’s Cry Paperback	Politics & Social Sciences	Politics & Government	person	83.516985178	nipple	54.413408041												
0007446306	The Midwife's Here! Paperback	Health, Fitness & Dieting	Women's Health	bathing_cap	91.2575960159	person	88.6915922165												
0007446977	The Agincourt Bride Paperback	Literature & Fiction	Genre Fiction	person	99.266898632														
0007447868	A Feast for Crows (A Song of Ice and Fire) Paperback	Literature & Fiction	Genre Fiction	vase	94.3055808544														
0007448473	The Sugar Girls Paperback	Biographies & Memoirs	Historical	person	98.2636630535	car	58.9652597904												
0007449232	Paperboy: An Enchanting True Story of a Belfast Paperboy Coming to Terms with the Troubles Paperback	Biographies & Memoirs	Ethnic & National	person	89.8555338383														
000745256X	Grand Union, Oxford and the South East: Waterways Guide 1 (Collins/Nicholson Waterways Guides) Spiral-bound	Travel	Europe	boat	53.1336426735														
0007452594	Four Counties & the Welsh Canals: Waterways Guide 4 (Collins/Nicholson Waterways Guides) Spiral-bound	Travel	Europe	racer	94.5262789726	boat	71.8516349792												
000745337X	The Times Cryptic Crossword Book 16 Paperback	Humor & Entertainment	Humor	crossword_puzzle	100														
0007453477	Times Jumbo Cryptic Crossword 11 Paperback	Humor & Entertainment	Humor	crossword_puzzle	99.4574129581														
0007455208	Collins Ireland Comprehensive Road Atlas (Collins Travel Guides) Spiral-bound	Travel	Europe	analog_clock	60.8569324017														
0007455755	Last Hours on Everest Hardcover	Sports & Outdoors	Miscellaneous	nail	93.4229552746														
0007457146	Bundles of Joy Paperback	Health, Fitness & Dieting	Women's Health	person	98.4417796135														
0007458878	As Luck Would Have It Hardcover	Arts & Photography	Performing Arts	person	99.5713472366														
0007462271	I Heart London Paperback	Literature & Fiction	Genre Fiction	umbrella	89.404708147	stop sign	79.6619713306	person	73.8931417465										
0007462581	Rachel’s Irish Family Food: 120 classic recipes from my home to yours Hardcover	Cookbooks, Food & Wine	Regional & International	person	99.5970904827	cup	72.3411917686												
0007465173	The Times Ultimate Killer Su Doku Book 4 Paperback	Humor & Entertainment	Puzzles & Games	oscilloscope	95.1848566532														
000746519X	The Times Killer Su Doku Book 9 Paperback	Humor & Entertainment	Puzzles & Games	oscilloscope	99.98691082	tennis_ball	74.7644245625												
0007479557	Your Chinese Horoscope 2014: What the year of the horse holds in store for you Paperback	Religion & Spirituality	New Age & Spirituality	stop sign	65.409052372														
000747959X	Mummy’s Little Helper: The heartrending true story of a young girl secretly caring for her severely disabled mother Paperback	Politics & Social Sciences	Politics & Government	person	99.7187793255	wig	98.4431684017												
0007481438	Collins World Flags Sticker Book (Collins Sticker Books) Paperback	Children's Books	Activities, Crafts & Games	umbrella	84.8201036453														
0007485883	Tartans Map of Scotland (Collins Pictorial Maps) Map	History	Europe	container_ship	77.4378299713														
0007485905	Scotland of Old: Clans Map of Scotland Collins (Collins Pictorial Maps) Map	History	Europe	scissors	76.4424324036														
0007486774	Another Forgotten Child Paperback	Biographies & Memoirs	Memoirs	person	99.3199527264	shower_cap	76.3796329498												
0007488173	Little Mix: Ready to Fly (100% OFFICIAL) Hardcover	Arts & Photography	Music	bubble	96.7795133591	wig	83.1703186035	person	79.5891821384										
0007488238	Cupcakes at Carrington’s Paperback	Literature & Fiction	Women's Fiction	person	86.8942022324														
0007488254	Christmas at Carrington’s Paperback	Literature & Fiction	Genre Fiction	person	74.6611654758														
0007488440	Bath Times and Nursery Rhymes: The Memoirs of a Nursery Nurse in the 1960s Paperback	Biographies & Memoirs	Specific Groups	person	86.0093474388	lotion	57.8231811523												
0007489617	Facing the Other Way: The Story of 4AD Hardcover	Arts & Photography	Music	toyshop	76.5628159046														
0007490518	Collins Scotland Touring Map Map	History	Europe	lakeside	99.3259847164														
0007491697	The Times Jumbo Cryptic Crossword Book 12 Paperback	Humor & Entertainment	Humor	crossword_puzzle	99.6049702168														
0007492316	Sacrifice (Detective Mark Heckenburg, Book 2) Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	mask	54.9700319767														
0007492510	Paramédico Paperback	Biographies & Memoirs	Memoirs	scoreboard	72.3572254181														
0007497121	2014 Collins Ireland Road Map (Collins Road Map) Map	Travel	Europe	book	69.8877632618														
0007497415	The Ultimate Introduction to NLP: How to build a successful life Paperback	Self-Help	Motivational	umbrella	53.2986104488														
0007497989	About a Girl (Tess Brookes) Mass Market Paperback	Literature & Fiction	Contemporary	violin	93.6278283596	person	91.6968166828												
0007501447	GI Brides Paperback	History	Americas	person	94.128960371														
0007501501	I Heart Christmas Paperback	Literature & Fiction	Genre Fiction	person	89.4782662392														
000750621X	The Secret Life of a Submissive Paperback	Biographies & Memoirs	Specific Groups	person	83.0263853073														
0007506619	21 Days to Glory: The Official Team Sky Book of the 2012 Tour de France Hardcover	Sports & Outdoors	Individual Sports	crash_helmet	74.3641674519	person	60.4947268963												
0007508530	Collins Castles Map of Scotland (Collins Pictorial Maps) Map	History	Europe	castle	99.9951601028														
0007514913	Please Don’t Take My Baby Paperback	Politics & Social Sciences	Politics & Government	person	73.5154867172														
0007516924	Times Ultimate Killer Su Doku Book 5 Paperback	Humor & Entertainment	Puzzles & Games	oscilloscope	96.6884970665	tennis_ball	77.1337270737												
0007518137	How to Do Everything and Be Happy: Your step-by-step, straight-talking guide to creating happiness in your life Paperback	Self-Help	Happiness	kite	88.5823249817	chair	53.923201561												
0007522207	Mapping the First World War: The Great War Through Maps from 1914 to 1918 Hardcover	History	Military	person	95.7055091858														
000752417X	The Silver Chain (Unbreakable Trilogy, Book 1) Paperback	Literature & Fiction	Erotica	chain	99.2106437683	knot	55.57												
0007528418	The Space Trilogy			oscilloscope	85.0171208382	traffic_light	68.6831116676												
0007530919	Will You Love Me?: The story of my adopted daughter Lucy Paperback	Biographies & Memoirs	Specific Groups	person	99.4915366173	jersey	50.457918644												
0007541295	Collins Ireland: Handy Road Atlas 2015*** (International Road Atlases) Paperback	Travel	Europe	hatchet	61.2298965454														
0007541317	Scotland Pocket Map Collins Map	Travel	Europe	steel_arch_bridge	86.465471983														
0007545363	Rules for Dating a Romantic Hero			person	98.0090677738														
0007551797	Collins Scots Kith and Kin: Best Selling Guide to the Clans and Surnames of Scotland (Collins Scottish Collection) Paperback	History	Europe	person	84.51166749														
0007559461	You Had Me At Hello Paperback	Literature & Fiction	Genre Fiction	person	79.8289477825														
000755947X	Here’s Looking At You Paperback	Literature & Fiction	Women's Fiction	person	98.7269878387														
0007680007	The Sacred East: Understanding Eastern Religions Paperback	Religion & Spirituality	Religious Studies	person	50.1939177513														
0007744684	Collins COBUILD Student's Dictionary plus grammar Hardcover	Reference	English as a Second Language	monitor	58.8632881641	screen	53.21												
000783943X	The Delux Collection - Paulo Coelho: Box Set Paperback	Literature & Fiction		bookcase	96.9538629055	cassette	92.9												
0007851375	Illustrated Encyclopedia of Healing Remedies Paperback	Health, Fitness & Dieting	Alternative Medicine	bottle	80.4177284241	tray	74.8865485191												
0007929080	7 Lbs in 7 Days: The Juice Master Diet Paperback	Health, Fitness & Dieting	Diets & Weight Loss	sunscreen	99.6991872787														
0011888210	Parkinson's Disease: Looking Down the Barrel Paperback	Health, Fitness & Dieting	Diseases & Physical Ailments	pickelhaube	83.4387898445														
0020130406	Paideia Program 1st Macmillan paperbacks ed Edition	Education & Teaching	Schools & Teaching	stop sign	96.8378424644														
0020199856	The Love of the Last Tycoon Paperback	Literature & Fiction	Genre Fiction	person	77.4566650391	harp	69.1709816456												
0020209851	Not Without Laughter Paperback	Politics & Social Sciences	Social Sciences	sombrero	99.9552190304	person	82.2721898556												
0020300654	The Angels and Us Paperback	Christian Books & Bibles	Theology	person	80.081319809														
0020303955	Risotto: More than 100 Recipes for the Classic Rice Dish of Northern Italy Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	68.7276422977	wine glass	58.3791792393												
0020383142	Old New York Paperback	Literature & Fiction	Short Stories & Anthologies	chair	77.0740926266														
0020408919	The Complete Short Stories Of Thomas Wolfe Paperback	Literature & Fiction	Short Stories & Anthologies	stop sign	96.3506579399														
0020418000	Susan B. Anthony: Champion of Women's Rights (Childhood of Famous Americans) Paperback	Children's Books	Growing Up & Facts of Life	person	96.4153945446														
0020418108	Crispus Attucks: Black Leader of Colonial Patriots (Childhood of Famous Americans) Paperback	Children's Books	History	person	91.4710402489	tie	57.4933350086												
0020418205	Clara Barton: Founder of the American Red Cross (Childhood of Famous Americans) Paperback	Children's Books	Literature & Fiction	dog	84.8857343197	person	83.6450874805												
0020418302	Daniel Boone: Young Hunter and Tracker (Childhood of Famous Americans) Paperback	Children's Books	History	person	90.1935696602														
002041840X	Davy Crockett: Young Rifleman (Childhood of Famous Americans) Paperback	Children's Books	History	person	82.060354948														
0020418507	Thomas Edison: Young Inventor (Childhood of Famous Americans) Paperback	Biographies & Memoirs	Professionals & Academics	person	82.9112768173														
0020419104	Henry Ford: Young Man With Ideas (Childhood of Famous Americans) Paperback	Children's Books	Education & Reference	person	91.0700619221														
0020419201	Benjamin Franklin: Young Printer (Childhood of Famous Americans) Paperback	Children's Books	History	person	82.7346622944	scoreboard	74.6010482311												
